WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
F33E2.2	I	12565804	12572801	-1	WBGene00001008
F43G6.1	II	11778435	11782231	1	WBGene00001016
ZK593.5	IV	10926730	10933203	-1	WBGene00001017
C28H8.12	III	5924394	5925754	-1	WBGene00001018
B0035.14	IV	11299008	11304789	1	WBGene00001019
B0035.2	IV	11312437	11313980	-1	WBGene00001020
C01G10.12	V	15068678	15069504	1	WBGene00001021
C01G8.4	I	5282085	5283944	-1	WBGene00001022
C04A2.7	II	6853464	6858298	-1	WBGene00001023
C55B6.2	X	7194564	7198291	1	WBGene00001025
C56C10.13	II	6594382	6598080	-1	WBGene00001026
F11G11.7	II	4852056	4857880	1	WBGene00001027
F22B7.5	III	8631165	8633549	1	WBGene00001028
F38A5.13	IV	6585871	6588186	1	WBGene00001029
F39B2.10	I	14756858	14759354	1	WBGene00001030
F54D5.8	II	11545563	11547366	1	WBGene00001031
K02G10.8	X	4709772	4711744	-1	WBGene00001032
R74.4	III	4191141	4193427	1	WBGene00001034
T03F6.2	III	13390850	13393339	-1	WBGene00001035
T04A8.9	III	4697987	4699453	1	WBGene00001036
T05C3.5	V	5503033	5504856	-1	WBGene00001037
T15H9.7	II	9617426	9624176	-1	WBGene00001038
T19B4.4	I	5676827	5677646	1	WBGene00001039
T23B12.7	V	8461096	8462116	-1	WBGene00001040
T24H10.3	II	9107382	9108600	-1	WBGene00001041
W03A5.7	III	5415556	5419565	-1	WBGene00001042
Y39C12A.8	IV	12251111	12252663	-1	WBGene00001044
Y47H9C.5	I	11877803	11887278	1	WBGene00001045
Y54E10BL.4	I	2996401	3001382	1	WBGene00001046
Y63D3A.6	I	14104429	14113179	-1	WBGene00001047
Y71F9B.16	I	2718027	2721475	-1	WBGene00001048
F33H2.1	I	15017283	15023017	-1	WBGene00001049
F54C1.2	I	5003351	5005163	1	WBGene00001050
C09G4.3	IV	8513919	8514725	1	WBGene00001051
F15A8.5	X	4411359	4416079	-1	WBGene00001052
K09G1.4	V	9608562	9614942	1	WBGene00001053
T23F1.7	V	15471335	15476122	1	WBGene00001054
K02F2.1	I	6838354	6843343	1	WBGene00001056
F01F1.5	III	5859308	5861907	1	WBGene00001057
R11E3.8	IV	4802702	4806586	-1	WBGene00001058
T23G7.1	II	9169910	9172565	1	WBGene00001061
M01E10.2	III	2035036	2048007	-1	WBGene00001063
T14B4.6	II	6714292	6715971	1	WBGene00001064
EGAP7.1	X	2144605	2145647	-1	WBGene00001065
F16F9.2	X	8450381	8455640	-1	WBGene00001068
F46C8.6	X	7536417	7537792	-1	WBGene00001069
C31H2.2	X	5148804	5150476	-1	WBGene00001070
T21D12.2	IV	257384	259204	-1	WBGene00001071
T14B4.7	II	6710156	6712931	-1	WBGene00001072
F46E10.9	V	6511588	6515240	-1	WBGene00001073
F30B5.1	IV	4235614	4236710	1	WBGene00001074
H27M09.4	I	6843589	6845134	1	WBGene00001075
F54D8.1	III	5107330	5108497	1	WBGene00001076
Y47D3B.10	III	11372886	11377980	-1	WBGene00001077
F22B7.10	III	8659872	8667482	-1	WBGene00001078
Y59A8B.1	V	17936332	17949184	-1	WBGene00001080
F47A4.2	X	9810202	9822273	-1	WBGene00001081
R160.1	X	4389365	4393796	1	WBGene00001082
R13G10.1	III	3813519	3819679	-1	WBGene00001086
ZK863.6	V	12191519	12192211	1	WBGene00001088
K04A8.6	V	6533614	6546491	-1	WBGene00001089
F15B10.2	IV	6607376	6613353	-1	WBGene00001090
F53A2.5	III	13342684	13343337	1	WBGene00001092
T12E12.4	IV	5537981	5541365	1	WBGene00001093
B0464.1	III	9489176	9491236	-1	WBGene00001094
F10C2.6	V	12048745	12052182	1	WBGene00001095
K02D7.4	IV	315056	320605	-1	WBGene00001099
C34F11.9	II	5214441	5225377	-1	WBGene00001101
F16B12.2	X	14090389	14095490	1	WBGene00001106
F47G6.1	I	1483083	1490494	1	WBGene00001115
C33G3.1	X	14049535	14063884	1	WBGene00001116
F54C1.5	I	4989568	4994675	-1	WBGene00001117
ZK520.3	III	13674917	13686445	-1	WBGene00001118
M04C9.5	I	9359075	9364180	1	WBGene00001121
F46F6.4	X	10379693	10386508	-1	WBGene00001122
C43C3.3	X	9698678	9701679	1	WBGene00001123
C02H7.1	X	763769	766713	1	WBGene00001127
C27H5.7	II	7168817	7171355	-1	WBGene00001129
C02C6.1	X	15568890	15573693	1	WBGene00001130
F15D3.1	I	11526918	11557851	-1	WBGene00001131
D2013.5	II	9324874	9329665	1	WBGene00001134
ZK512.6	III	9136916	9141822	1	WBGene00001135
B0365.3	V	13126414	13129995	-1	WBGene00001137
C16C2.2	I	9722550	9726282	1	WBGene00001145
H30A04.1	X	15516655	15524020	1	WBGene00001148
K02A4.1	X	12877480	12880328	1	WBGene00001149
C29F3.1	V	15357696	15360738	-1	WBGene00001150
R06F6.9	II	10821015	10822443	1	WBGene00001153
Y105E8A.4	I	14367608	14369773	-1	WBGene00001156
C26D10.5	II	8346690	8350557	1	WBGene00001159
F42A10.4	III	6164909	6168547	-1	WBGene00001160
Y102A5C.18	V	16958657	16965675	-1	WBGene00001161
Y48C3A.17	II	13406160	13411483	1	WBGene00001162
C43F9.8	IV	10576350	10578288	1	WBGene00001163
F15A2.5	X	13475964	13477456	-1	WBGene00001164
F56A11.3	IV	559234	568076	1	WBGene00001165
ZK328.2	III	6009550	6012839	1	WBGene00001166
F25H5.4	I	9163531	9166952	1	WBGene00001167
F31E3.5	III	6970026	6972003	-1	WBGene00001168
R03G5.1	X	7823652	7825769	1	WBGene00001169
F16B3.1	V	1288841	1299332	-1	WBGene00001171
C51E3.7	V	10169197	10173753	-1	WBGene00001172
F55A8.2	IV	1847968	1880587	1	WBGene00001173
C08C3.1	III	7814380	7817127	1	WBGene00001174
B0348.4	V	20825	43697	1	WBGene00001177
F22E12.4	V	10468411	10476952	1	WBGene00001178
F28C1.2	V	12453955	12463008	-1	WBGene00001179
T22B7.1	X	5663837	5674060	1	WBGene00001182
F58A3.2	X	11016410	11023421	1	WBGene00001184
F38G1.2	X	489695	492273	1	WBGene00001185
F55A8.1	IV	1902323	1917841	1	WBGene00001186
C48A7.1	IV	7405460	7418733	1	WBGene00001187
W08D2.1	IV	9812444	9815526	-1	WBGene00001188
F01D4.4	IV	10478450	10481844	-1	WBGene00001189
C04A2.3	II	6835021	6847906	1	WBGene00001194
M01D7.7	I	1835631	1841936	1	WBGene00001196
C04G2.7	IV	10106917	10110412	-1	WBGene00001204
R53.3	II	9955185	9962344	1	WBGene00001207
F28B12.2	II	5933493	5940815	1	WBGene00001208
C27D11.1	III	7824377	7828626	-1	WBGene00001209
K11G9.4	V	6679317	6681573	-1	WBGene00001210
Y53H1C.2	I	11400612	11416427	-1	WBGene00001215
ZK1248.3	II	5820712	5823919	1	WBGene00001224
Y54E2A.11	II	14795404	14798224	1	WBGene00001225
T23D8.4	I	9976393	9979662	-1	WBGene00001226
R08D7.3	III	8969638	8971578	-1	WBGene00001227
B0511.10	I	10640465	10642281	-1	WBGene00001228
D2013.7	II	9331643	9333925	1	WBGene00001229
F22B5.2	II	8442765	8444239	1	WBGene00001230
C41D11.2	I	4444719	4446598	1	WBGene00001231
Y74C10AR.1	I	2485867	2489780	1	WBGene00001232
C47B2.5	I	12968921	12970238	1	WBGene00001234
Y41C4A.10	III	11718834	11719450	-1	WBGene00001235
Y82E9BR.15	III	1415152	1417188	-1	WBGene00001236
F56H11.4	IV	9526359	9528350	1	WBGene00001239
F11E6.5	IV	17466060	17467408	-1	WBGene00001240
D2024.3	IV	7237722	7239976	1	WBGene00001241
C40H1.4	III	9332269	9334274	-1	WBGene00001242
F41H10.7	IV	5374598	5377275	-1	WBGene00001243
F41H10.8	IV	5386629	5388559	-1	WBGene00001244
Y53F4B.2	II	14959675	14964108	-1	WBGene00001247
F38A6.2	V	20764955	20770161	-1	WBGene00001248
W09C2.1	IV	9614970	9620140	1	WBGene00001249
C33D3.1	X	10481240	10483446	1	WBGene00001250
K02B9.4	X	13934883	13941247	1	WBGene00001251
C39B10.6	X	10475527	10475959	1	WBGene00001252
F52C12.5	IV	1917854	1921644	1	WBGene00001253
Y80D3A.2	V	18860287	18894974	-1	WBGene00001258
T04A8.14	III	4715293	4720670	-1	WBGene00001259
K10D2.6	III	5196678	5199688	-1	WBGene00001262
K04H4.1	III	9336881	9344447	-1	WBGene00001263
F10B5.6	II	8159865	8162170	-1	WBGene00001281
F32D8.6	V	10896658	10897143	-1	WBGene00001303
ZK809.4	IV	11653422	11655470	-1	WBGene00001320
R11E3.6	IV	4793202	4799378	-1	WBGene00001324
C44H4.7	X	14603017	14608655	1	WBGene00001325
K08C7.3	IV	10666827	10679289	1	WBGene00001328
T04C10.2	X	14815828	14818507	-1	WBGene00001329
Y57G11C.24	IV	14879490	14900652	1	WBGene00001330
F09B9.3	X	10156858	10160438	-1	WBGene00001331
T07A9.5	IV	415635	419958	-1	WBGene00001332
C01G8.5	I	5284062	5291604	-1	WBGene00001333
Y105E8B.8	I	14663209	14674822	1	WBGene00001334
F35A5.8	X	3800045	3802771	-1	WBGene00001335
Y41E3.4	IV	15008503	15013183	-1	WBGene00001336
ZC434.5	I	10336395	10341178	1	WBGene00001337
T07A9.2	IV	388686	390468	-1	WBGene00001338
T01D1.2	II	162374	170628	1	WBGene00001340
F29G9.4	V	6003601	6016087	1	WBGene00001345
H38K22.1	III	4303096	4313128	-1	WBGene00001352
F22B5.1	II	8444307	8445177	1	WBGene00001358
Y105E8A.22	I	14511431	14518719	-1	WBGene00001365
C33D9.1	IV	8799089	8813539	-1	WBGene00001366
F35H8.5	II	9575971	9581490	1	WBGene00001368
F26H11.5	II	14412201	14413516	-1	WBGene00001371
R09B3.1	I	11907571	11909280	-1	WBGene00001372
F12F3.1	V	6139836	6143548	1	WBGene00001374
C49A1.4	I	14220783	14231360	-1	WBGene00001377
F02A9.2	III	9080371	9081179	-1	WBGene00001385
F02A9.3	III	9081679	9082511	1	WBGene00001386
F15B9.1	V	12996787	12997524	-1	WBGene00001387
F15B9.2	V	12998427	12999659	-1	WBGene00001388
F15B9.3	V	12995569	12996836	1	WBGene00001389
W02A2.2	IV	13328359	13329497	1	WBGene00001390
Y67H2A.8	IV	13315644	13318811	1	WBGene00001393
W02A2.1	IV	13323850	13326394	1	WBGene00001394
W08D2.4	IV	9803023	9806119	1	WBGene00001395
T13F2.1	IV	9799429	9802638	1	WBGene00001396
W06D12.3	V	17725004	17726818	1	WBGene00001397
VZK822L.1	IV	11913691	11915796	-1	WBGene00001398
F10D2.9	V	7151353	7153146	-1	WBGene00001399
F56E3.4	X	3196307	3199321	-1	WBGene00001400
H12I13.4	II	6078265	6080843	-1	WBGene00001401
F21H12.5	II	6088866	6091480	-1	WBGene00001402
C04F12.10	I	9711064	9712719	-1	WBGene00001405
F48F5.5	V	20425301	20431337	1	WBGene00001406
Y54F10AM.2	III	2549927	2560684	1	WBGene00001410
F35D6.1	IV	5533142	5537992	-1	WBGene00001411
T19C3.8	III	631938	634645	-1	WBGene00001412
T01C3.7	V	15000653	15002273	-1	WBGene00001423
F41G3.4	II	6755136	6755965	1	WBGene00001424
F13B9.8	X	8283282	8285219	-1	WBGene00001425
F36H1.1	IV	11036548	11038148	1	WBGene00001426
Y18D10A.19	I	12918722	12919278	1	WBGene00001427
ZC455.10	V	12785154	12787126	-1	WBGene00001429
C50F2.6	I	3898046	3899840	-1	WBGene00001430
F31D4.3	V	20846113	20847727	1	WBGene00001431
B0511.1	I	10667808	10671301	1	WBGene00001432
Y18D10A.25	I	12916441	12918108	1	WBGene00001433
T14G12.4	X	3740208	3742323	-1	WBGene00001434
B0286.5	II	4379652	4383348	-1	WBGene00001438
F26D12.1	IV	5584661	5610368	1	WBGene00001439
K03C7.2	X	3816851	3826963	-1	WBGene00001441
B0523.5	III	8675297	8683732	-1	WBGene00001443
F23B2.5	IV	9144692	9146122	1	WBGene00001444
F07D3.2	V	9471975	9473796	1	WBGene00001449
K02G10.4	X	4677342	4678129	-1	WBGene00001454
Y37D8A.15	III	12910510	12914930	1	WBGene00001457
Y48D7A.2	X	3012190	3018555	-1	WBGene00001461
F02D10.5	X	13452667	13456658	-1	WBGene00001465
F58H1.4	V	11936505	11937794	-1	WBGene00001466
ZK783.4	III	7650549	7656032	-1	WBGene00001470
F15B9.7	V	13019068	13033373	1	WBGene00001475
F53F4.5	V	13603276	13606701	-1	WBGene00001479
Y54E10A.4	I	3211046	3217366	1	WBGene00001481
C03C11.2	I	10016778	10018114	1	WBGene00001483
T07D1.4	X	2445500	2455949	-1	WBGene00001484
Y113G7A.8	V	20075935	20087733	-1	WBGene00001485
F59G1.7	II	5917422	5918564	1	WBGene00001486
ZK270.2	I	14875784	14900213	-1	WBGene00001488
T04C9.6	III	5976781	5982126	-1	WBGene00001489
H05G16.1	X	11576247	11581727	1	WBGene00001490
C24A11.8	I	5402889	5408344	-1	WBGene00001491
Y38C1AB.8	IV	32481	48880	-1	WBGene00001492
C51F7.1	V	12302484	12306978	1	WBGene00001493
F25H9.5	V	13463128	13467131	1	WBGene00001496
T08B2.9	I	6211986	6214645	-1	WBGene00001497
F22B5.9	II	8464848	8467072	1	WBGene00001498
F52D10.3	X	11603709	11605451	-1	WBGene00001502
H14A12.2	III	7465605	7467633	1	WBGene00001503
K08F8.3	II	8756291	8758723	-1	WBGene00001505
C10F3.6	V	5987003	5990252	-1	WBGene00001508
ZK1248.14	II	5833328	5836203	-1	WBGene00001509
ZK1307.6	II	9640167	9644466	-1	WBGene00001510
ZK177.6	II	5501633	5503908	1	WBGene00001511
T05H4.14	V	6431331	6433496	-1	WBGene00001513
T24C12.2	X	2192504	2195348	1	WBGene00001515
ZK899.8	X	9472469	9516440	1	WBGene00001516
F47D12.1	III	6309378	6320872	1	WBGene00001518
Y40H4A.1	V	14564752	14579719	-1	WBGene00001519
K09A9.5	X	15586812	15590397	-1	WBGene00001520
T19A5.2	V	8947799	8956294	1	WBGene00001526
F37B12.2	II	9035562	9038301	-1	WBGene00001527
ZK455.2	X	11332553	11338301	-1	WBGene00001536
F08B1.2	II	5312046	5319234	1	WBGene00001538
ZK896.8	IV	12860137	12865935	1	WBGene00001543
C06A12.4	IV	17432977	17436652	-1	WBGene00001550
C06B3.8	V	13912080	13915436	-1	WBGene00001552
M04G12.3	V	13383019	13385898	-1	WBGene00001554
T04D3.4	I	13325230	13333508	1	WBGene00001555
C46E1.2	X	15479017	15485700	1	WBGene00001556
Y57G11C.10	IV	14790818	14792887	-1	WBGene00001558
F45H7.2	III	3344875	3363409	1	WBGene00001559
T22H6.6	X	12795216	12813947	-1	WBGene00001560
W07B3.2	III	344307	378250	-1	WBGene00001561
C28C12.9	IV	8496486	8498871	-1	WBGene00001566
F32H2.1	I	8962322	8966129	1	WBGene00001568
F58A4.11	III	9631994	9637116	-1	WBGene00001570
M03A8.4	X	6820005	6823268	-1	WBGene00001572
W10D5.3	I	9100846	9107939	-1	WBGene00001574
T12A7.1	IV	11745640	11748640	1	WBGene00001577
F56A11.1	IV	572723	583577	1	WBGene00001579
F28D1.10	IV	12404374	12408697	1	WBGene00001580
K02A11.1	I	9737823	9744190	1	WBGene00001582
M163.4	X	14480572	14484702	1	WBGene00001583
M04B2.3	IV	11521290	11522214	1	WBGene00001585
C45G3.3	I	9226905	9228184	1	WBGene00001590
F25F8.2	I	4885062	4888002	-1	WBGene00001592
ZC317.3	V	5449287	5453715	-1	WBGene00001593
C27H5.8	II	7172204	7174936	-1	WBGene00001594
ZC308.1	I	6369934	6386183	1	WBGene00001596
K03H1.1	III	9943243	9944823	-1	WBGene00001603
F26D10.10	IV	17272231	17273652	-1	WBGene00001606
C28D4.3	IV	9739219	9740908	-1	WBGene00001607
R07B1.8	X	9870804	9872654	-1	WBGene00001608
F02A9.6	III	9092241	9099698	1	WBGene00001609
B0280.12	III	7138683	7144832	-1	WBGene00001613
C12D12.2	X	3496026	3499165	1	WBGene00001620
K08F4.4	IV	10130257	10133283	1	WBGene00001621
R05G6.6	IV	7503622	7506447	1	WBGene00001624
W03G1.1	IV	532135	535703	1	WBGene00001625
C55B7.2	I	6507894	6511630	1	WBGene00001627
ZK688.8	III	7914314	7917767	-1	WBGene00001628
Y116F11B.12	V	19881374	19895350	-1	WBGene00001629
Y39E4B.12	III	13187392	13204897	1	WBGene00001630
H38K22.5	III	4324280	4331227	-1	WBGene00001631
Y46H3A.6	V	1815852	1821323	-1	WBGene00001632
Y66A7A.6	III	11624991	11628238	1	WBGene00001633
Y45F10D.3	IV	13778866	13782396	1	WBGene00001635
Y75B8A.9	III	12171353	12177245	-1	WBGene00001636
F48E3.1	X	7485864	7490707	1	WBGene00001637
B0416.6	X	9293664	9296622	-1	WBGene00001638
M01F1.1	III	3490363	3493234	-1	WBGene00001639
C03E10.4	V	11282572	11286039	1	WBGene00001645
B0024.12	V	10319535	10320158	-1	WBGene00001646
T23G11.2	I	7699543	7700958	1	WBGene00001647
C26C6.2	I	7522116	7526703	1	WBGene00001648
H13N06.3	X	15493536	15497504	1	WBGene00001649
T01H8.5	I	8549513	8570998	-1	WBGene00001651
K04D7.5	IV	10197820	10202993	1	WBGene00001653
C34E10.3	III	5254438	5258922	1	WBGene00001660
C34E10.2	III	5259023	5260512	1	WBGene00001661
C34E10.1	III	5260693	5263837	1	WBGene00001662
E02C12.5	V	9356750	9359774	-1	WBGene00001665
T07A9.7	IV	401695	405346	1	WBGene00001666
F48C11.1	X	13191246	13193955	1	WBGene00001668
R10H10.5	IV	10404012	10408530	1	WBGene00001669
F18G5.3	X	9247007	9249103	1	WBGene00001674
Y95B8A.5	I	897286	906077	1	WBGene00001678
F13D12.7	II	11742814	11748611	-1	WBGene00001679
F52A8.2	I	7318290	7321085	-1	WBGene00001680
K02A4.2	X	12881126	12884989	-1	WBGene00001681
F08B6.2	I	6757763	6758178	1	WBGene00001682
T09F3.3	II	10394114	10395349	1	WBGene00001683
K10B3.8	X	3113434	3114771	-1	WBGene00001684
K10B3.7	X	3112083	3113382	-1	WBGene00001685
F33H1.2	II	10171255	10172497	1	WBGene00001686
F46H5.6	X	7267989	7272067	-1	WBGene00001696
Y48G8AR.1	I	1259374	1268155	-1	WBGene00001707
F19C6.1	X	9991255	9999178	-1	WBGene00001708
W02B3.2	III	676122	680253	1	WBGene00001709
T16G1.8	V	12944861	12946853	1	WBGene00001711
F42C5.7	IV	7309838	7310760	-1	WBGene00001713
Y47D7A.5	V	4412748	4414663	-1	WBGene00001714
T02E9.2	V	11344831	11347012	-1	WBGene00001716
C26F1.5	V	7774441	7775759	1	WBGene00001719
F28A12.2	V	8635820	8637006	-1	WBGene00001721
T03D8.4	V	20825559	20827740	1	WBGene00001723
Y75B8A.20	III	12232632	12235711	-1	WBGene00001724
Y65B4BR.6	I	572177	575120	-1	WBGene00001725
C56A3.1	V	13562105	13563913	-1	WBGene00001726
ZC395.6	III	5265113	5267204	1	WBGene00001740
K06H7.4	III	8085705	8088449	1	WBGene00001743
T10F2.1	III	5159729	5163627	-1	WBGene00001744
R06A10.2	I	1068484	1075010	1	WBGene00001745
Y18D10A.5	I	12819216	12825562	1	WBGene00001746
F29F11.6	V	10682422	10686537	1	WBGene00001747
F56C9.1	III	7336587	7338765	1	WBGene00001748
R107.7	III	9059314	9060181	1	WBGene00001749
T28A11.11	V	3243287	3244495	1	WBGene00001771
F37F2.3	I	1451122	1453077	-1	WBGene00001773
F13A7.10	V	16390891	16392406	1	WBGene00001792
Y46G5A.31	II	12866448	12878116	-1	WBGene00001793
K04D7.3	IV	10180660	10183939	1	WBGene00001794
T10G3.6	V	13497690	13498819	1	WBGene00001808
F43E2.4	II	7353576	7356426	-1	WBGene00001812
F57A10.3	V	15760426	15766172	-1	WBGene00001813
F53B2.6	IV	12542034	12545729	1	WBGene00001820
C07A12.1	X	4554691	4559404	1	WBGene00001821
ZC395.7	III	5263943	5264996	1	WBGene00001823
F13D11.2	X	5822277	5827755	1	WBGene00001824
C46A5.9	IV	7770770	7774275	-1	WBGene00001827
F58A4.3	III	9615306	9616470	-1	WBGene00001831
Y110A7A.1	I	5165152	5171313	1	WBGene00001833
C53A5.3	V	14525389	14527411	1	WBGene00001834
C08B11.2	II	8020780	8022561	-1	WBGene00001835
R06C1.1	I	11912791	11917719	-1	WBGene00001836
C10E2.3	X	16729559	16744698	1	WBGene00001837
Y51H1A.5	II	13882705	13888031	1	WBGene00001838
C26D10.2	II	8326852	8328870	-1	WBGene00001840
ZK287.8	V	9697129	9701552	1	WBGene00001842
K02E10.2	X	2489044	2494339	1	WBGene00001844
F38A6.3	V	20780413	20785259	1	WBGene00001851
F28B3.7	I	4951570	4957667	-1	WBGene00001860
F15G9.4	X	9717589	9753764	1	WBGene00001863
T04A11.6	IV	12490791	12495298	1	WBGene00001865
ZK1127.11	II	7065020	7069966	-1	WBGene00001872
T10C6.12	V	16040771	16041288	1	WBGene00001877
F45F2.4	V	8533379	8533869	1	WBGene00001881
ZK131.6	II	13821198	13821581	-1	WBGene00001886
ZK131.10	II	13817759	13818143	-1	WBGene00001890
K06C4.11	V	8895765	8896148	1	WBGene00001893
K06C4.3	V	8891883	8892266	-1	WBGene00001895
F35H10.1	IV	8331666	8332049	1	WBGene00001904
F17E9.13	IV	8335335	8335718	-1	WBGene00001907
C50F4.13	V	9544611	9545398	-1	WBGene00001909
F08G2.2	II	13827326	13827709	1	WBGene00001917
B0035.7	IV	11323885	11324470	-1	WBGene00001921
F07B7.10	V	8849788	8850171	-1	WBGene00001925
F07B7.3	V	8853670	8854053	1	WBGene00001927
F54E12.5	IV	11340412	11341703	1	WBGene00001931
F55G1.10	IV	7485733	7486254	-1	WBGene00001935
H02I12.7	IV	11401059	11401564	1	WBGene00001939
T23D8.6	I	9989061	9989617	1	WBGene00001942
F45E1.6	X	7981382	7982070	-1	WBGene00001945
B0304.1	II	4518560	4522523	1	WBGene00001948
M05B5.5	I	7190834	7193924	-1	WBGene00001949
T24B8.6	II	9086608	9087917	1	WBGene00001950
T05G5.2	III	9737469	9738839	-1	WBGene00001951
T15H9.3	II	9613463	9614812	-1	WBGene00001952
F58A4.7	III	9619711	9626537	1	WBGene00001955
F48D6.3	X	4249249	4250764	1	WBGene00001957
C18A3.8	II	5737790	5738888	-1	WBGene00001958
C43H6.8	X	2412953	2413377	-1	WBGene00001959
DY3.3	I	8767019	8768042	-1	WBGene00001960
F38C2.2	IV	16254764	16256274	1	WBGene00001961
F47D12.4	III	6280380	6282411	1	WBGene00001972
C32F10.5	I	5815609	5818132	-1	WBGene00001973
T20B12.8	III	7379143	7381609	-1	WBGene00001974
F45E4.9	IV	7644895	7646219	-1	WBGene00001975
R13H4.4	V	11845877	11852165	1	WBGene00001978
K05C4.6	I	14738882	14742657	1	WBGene00001979
W02B9.1	I	11075758	11134667	-1	WBGene00001980
C44C10.8	X	11684661	11685778	1	WBGene00001981
E04A4.4	IV	4739490	4744269	-1	WBGene00001983
F43D2.4	V	14621135	14629384	1	WBGene00001986
Y39B6A.48	V	19174806	19187899	1	WBGene00001987
W02B8.5	II	13930648	13931997	-1	WBGene00001988
K07A12.6	I	8683220	8687217	-1	WBGene00001990
C13G3.2	V	11021069	11022884	-1	WBGene00001991
Y48B6A.9	II	14211439	14213123	1	WBGene00001992
F20B6.8	X	4210573	4217290	-1	WBGene00001994
K08H2.6	X	13245390	13247044	1	WBGene00001995
K01G5.2	III	10752254	10755523	-1	WBGene00001996
Y39A1A.23	III	10621541	10626398	1	WBGene00001997
F32A11.2	II	13153461	13157093	-1	WBGene00001998
F42A6.7	IV	3336927	3338867	-1	WBGene00001999
F58D5.1	I	12060271	12064897	-1	WBGene00002000
T11G6.1	IV	10858957	10861295	1	WBGene00002001
K08E7.2	IV	12565983	12567226	-1	WBGene00002002
B0285.5	III	4345339	4350079	1	WBGene00002003
Y53C10A.12	I	11953512	11961984	-1	WBGene00002004
F26D10.3	IV	17278959	17281330	1	WBGene00002005
C15H9.6	X	6089033	6092124	-1	WBGene00002007
F43E2.8	II	7350121	7352636	-1	WBGene00002008
C37H5.8	V	4824130	4826760	-1	WBGene00002010
F38E11.1	IV	9444791	9445507	-1	WBGene00002012
F38E11.2	IV	9446385	9446884	-1	WBGene00002013
T27E4.8	V	9087293	9087782	-1	WBGene00002015
Y46H3A.3	V	1804334	1804971	-1	WBGene00002016
T27E4.2	V	9090077	9090604	1	WBGene00002017
Y46H3A.2	V	1805178	1805875	1	WBGene00002018
T27E4.3	V	9088131	9088617	1	WBGene00002019
T27E4.9	V	9089280	9089766	-1	WBGene00002020
F52E1.7	V	8384774	8386268	-1	WBGene00002021
C09B8.6	X	6034463	6039496	-1	WBGene00002023
C14F11.5	X	6233149	6235541	-1	WBGene00002024
Y22D7AL.5	III	1619742	1625797	1	WBGene00002025
T05F1.6	I	9626241	9630848	1	WBGene00002027
F08B4.6	IV	8688273	8691513	-1	WBGene00002028
C34F6.4	X	11204117	11207155	-1	WBGene00002029
F40H3.5	II	6165721	6169231	-1	WBGene00002030
Y34B4A.3	X	5275567	5278813	1	WBGene00002031
F29D10.4	I	8845809	8851116	-1	WBGene00002035
F36D4.3	V	9386179	9400062	1	WBGene00002036
F46C3.3	X	11420474	11433524	-1	WBGene00002037
T02C12.1	III	4029115	4036840	-1	WBGene00002038
T10H10.1	X	2303082	2314914	1	WBGene00002039
F56A6.2	I	585831	607601	-1	WBGene00002040
H26D21.1	I	3698102	3699300	1	WBGene00002042
K02G10.6	X	4696952	4699461	-1	WBGene00002044
C56C10.8	II	6587577	6588679	-1	WBGene00002045
C01F6.8	IV	9094541	9095653	-1	WBGene00002046
Y39G10AR.13	I	2304512	2306816	-1	WBGene00002047
B0244.2	III	5755496	5765815	1	WBGene00002048
F38B2.1	X	11271184	11275482	1	WBGene00002050
F52E10.5	X	16267257	16270056	-1	WBGene00002051
F10C1.2	II	5765618	5772084	1	WBGene00002053
F53A2.6	III	13343574	13344616	1	WBGene00002059
R04A9.4	X	381338	382709	-1	WBGene00002060
B0348.6	V	6588	7822	-1	WBGene00002061
C05D9.5	X	1104212	1106247	1	WBGene00002062
Y57A10A.30	II	12280662	12284133	1	WBGene00002063
T05G5.10	III	9745864	9747193	-1	WBGene00002064
F54C9.1	II	8559394	8561352	-1	WBGene00002065
M110.4	II	8217231	8222395	1	WBGene00002066
C04F12.3	I	9685398	9688653	1	WBGene00002069
K07A1.8	I	9609501	9611620	-1	WBGene00002070
T04G9.3	X	768596	770776	1	WBGene00002071
T19B10.7	V	11239675	11241780	1	WBGene00002072
F32E10.4	IV	7558726	7561664	-1	WBGene00002074
F28B3.8	I	4920707	4926233	-1	WBGene00002075
R06A4.4	II	14365705	14373899	1	WBGene00002076
C53D5.6	I	310981	314989	-1	WBGene00002077
ZK742.1	V	7805064	7814656	1	WBGene00002078
Y48G1A.5	I	318390	323352	-1	WBGene00002079
C49H3.10	IV	7916699	7924129	-1	WBGene00002080
F54G8.3	III	9168040	9172802	-1	WBGene00002081
F57B9.6	III	6930039	6931953	1	WBGene00002083
C16E9.4	X	6943740	6956399	-1	WBGene00002123
F22F4.2	X	5996156	5998243	1	WBGene00002125
R09F10.4	X	8300030	8302395	-1	WBGene00002127
